id,message,explanation,input_tokens,output_tokens,input_cost,output_cost,total_cost,일련번호,접수시간,수신시간,메시지 타입,KISA 분류,AI 분류,AI 오류,휴먼 분류,AI 모델,엑셀 업로드 일시,is_spam,spam_type,confidence
1494,"[Web발신][씨티은행]이*주고객님03/10일기준납입하실 원리금예상금액은420,200원입니다._x000D_
SMS/-","메시지는 씨티은행에서 발송된 정상적인 금융 정보 제공 메시지로 보이며, 광고성 정보가 포함되어 있지 않음.",1288,69,0.00644,0.001035,0.007475000000000001,116,2025-03-10 09:28:00,2025-03-10 09:04:00,SMS,결제 및 인증 코드,비스팸,,비스팸,nbc@20250305-01,,비스팸,알 수 없음,0.9
1579,"[Web발신](광고)♥오창 랜드마크 포.스.코. THE SHARP 프레스티지 로.얄. 동.호.수. 마감 임박♥♥주변 시세 대비 1~2억 저렴한 분양가, 대장 아파트 프리미엄을 느껴보세요♥♥오시는 길 : 청원구 오동동 760♥♥ 모.델. 하우.스 구경만 해도 스타벅스 머그컵 또는 프리미엄 머그컵 포트기 지급♥(안내데스크 에서 지금 보내드린 문자를 보여주시는 고객님들에게 한하여   ""스타벅스 머그컵   또는   프리미엄 머그컵 포트기 세트""   증정 드립니다)- 로얄 동.호.수 대표 번호 문의 :              "" 1555-0958 ""- 인터넷 접수 : https://naver.me/xoHcFZYD♥ 지금 당장 받을 수 있는 프리미엄 혜택! 중도금 무이자, 시스템 에어컨 4대 무상, 발코니 확장 무상 (2000만원 이상의 무상옵션 제공)""더 샵"" 의 차별화 된 프리미엄 ♥ 지하6층 ~ 48층  30평 단일평수! ♥♥ 1.63:1 주차대수로 주차 스트레스 걱정 끝 ♥♥ 입주 때 까지 계약금 5% 끝 ♥♥ 중.도.금. 무이자 혜택 ♥♥ 오창 2차전지 특화단지 지정, 방사광 가속기등 인구 수요 기대로 수익 창출 ♥♥ 직주근접으로 실거주 최다 수요 ♥♥메가박스, 홈플러스, 호수공원 등 생활 인프라 근접 ♥♥ 단지 내 메디컬 센터 (충북대, 효성, 하나 협약 완료), 돌봄센터 운영 ♥♥오시는 길 : 청원구 오동동 760♥[친절 상담 1555 - 0958]더 샵 오.창. 프레스티지 이영일 팀장무료거부0808807614_x000D__x000D_
MMS/제목없음","광고 메시지의 시작 부분에 (광고) 표기가 있으나, 전송자의 명칭이 명확히 기재되지 않았고, 수신거부 번호가 무료임을 명시하지 않았습니다. 또한, 광고성 정보의 표시방법을 조작하여 수신자의 필터링을 회피하려는 시도가 보입니다.",1746,120,0.00873,0.0018,0.01053,31,2025-03-10 05:07:00,2025-03-08 10:35:00,MMS,주식 및 투자,비스팸,,표기법준수,nbc@20250305-01,,스팸(표기법위반),알 수 없음,0.95
1193,"[Web발신][더불어민주당 광명을 지역위원회 당원결의대회 안내] 오는 3월 16일, 광명을 지역위원회 당원결의대회를 개최 합니다. 이번 대회에서는 김병주 최고위원님과 이한주 민주연구원장님을 모시고 현 정국에 대한 이해와 앞으로 민주당이 나아갈 길에 대해 이야기를 듣습니다. 당원결의대회에 꼭 참석하시어 동지들과 함께 지혜를 나누며 내란종식을 결의 합시다.○더불어민주당 광명을 지역위원회 당원결의대회 안내■일시 : 3월 16일 일요일 오후 3시■장소 : 광명시 평생학습원 1층 101호 대강당■문의 : 02-897-4101(지역사무실)_x000D_
MMS/[더불어민주당 광명을 지역위원회 당원결의","이 메시지는 정치적 행사에 대한 안내로, 광고성 정보가 아니며 표기법을 준수할 필요가 없는 정상적인 메시지입니다.",1460,70,0.007299999999999999,0.00105,0.00835,417,2025-03-10 11:57:00,2025-03-10 11:43:00,MMS,선거 및 여론조사,비스팸,,비스팸,nbc@20250305-01,,비스팸,알 수 없음,0.95
694,"MMS 스팸신고[Web발신][KG모빌리언스] - 사용자명 :탁홍용님 - 고객번호 : 1416475804  ▶채권 마감으로 인한【상위부서 이관】전 2월 마지막【원금""특별감면""】대상자에게 안내 발송합니다.▶【원금: 206,140원 ▶감면금액: 151,000원 입금시 <채무종결>】◀탁홍용님 ■계좌: 7901-3448-0446-90 (농협)■예금주 : 케이지 모빌리언스(주)▶신용카드12개월 할부가능1. 채권반환 채무사실 통보건으로 금일 미협의 미입금시 당사 소액결제(쿠팡 옥션 카카오 배달서비스 등 ) 영구차단 및 당사규제 등 규정처리 예정 2. 본인의 개인정보(주민번호정보) 입력후  인지하에 사용한 건이며, 지속 변제촉구에도 불응하여 귀하는 【고의적인 변제거부자】로 판단. 3. 당사【카드정지 및 (대)지급 정지 진행예정】입니다.-채무금 회수를위해 미납사실관련 추심안내  지속되오니, 이하 참고하시어 불이익없도록 속히  6시전 [감면금액] 자진변제 바랍니다.▶채권자로서 정당한 권리이행중이며, 손실금 회수전까지 추심중단불가.※채권담당:  02-2018-2542 ※장기미납 대표번호: 1800-4849_x000D_
MMS/KG모빌리언스 고객센터","이 메시지는 채무와 관련된 결제 및 협박성 내용이 포함되어 있으며, 수신자가 원하지 않는 결제 요구를 하고 있어 스팸으로 분류됩니다. 또한, 메시지의 내용이 수신자에게 불안감을 조성할 수 있는 방식으로 작성되어 있습니다.",1655,105,0.008275,0.001575,0.00985,916,2025-03-10 16:23:00,2025-02-28 12:53:00,MMS,금융 상품,비스팸,,비스팸,nbc@20250305-01,,스팸,알 수 없음,0.95
1572,"[Web발신](광고)[웰컴저축은행 대출비교서비스] 모바일에서 받을 수 있는 예상한도가 나왔어요. 아래 링크를 눌러 간편하게 확인해보세요.━━━━━━━━━━━[대출한도 확인하기]▶링크 : https://abr.ge/dp3ine▶경로 : 본인인증→맞춤대출 조회하기━━━━━━━━━━━※ 예상한도는 고객님과 유사한 신용정보를 보유한 고객님의 한도를 분석하여 제공하는 것으로 대출가능 조회시점, 상환방식, 차주별 DSR 기준, 대출신청 및 심사시점의 차이에 의해 대출 제한, 대출한도가 변경될 수 있습니다.※ 웰컴저축은행(주)은 대출상품을 대리·중개하며 대출계약체결권은 소비자가 신청한 제휴 금융사에 있으며, 여신심사 등을 통한 대출계약체결권은 소비자가 신청한 금융사에서 결정합니다.※ 본 서비스 이용과 관련하여 소비자는 금융소비자보호법 제44조와 제45조에 따라 금융상품직접판매업자인 금융기관 및 금융상품판매대리중개업자인 웰컴저축은행(주)에게 손해배상을 청구할 수 있습니다.※ 본 서비스 이용을 위해 소비자가 입력한 개인정보와 신용정보는 금융상품직접판매업자인 제휴 금융사가 보유 및 관리합니다.※ 웰컴저축은행(주)은 본 서비스를 통한 대출계약, 대출？_x000D_
SMS/-","메시지에 (광고) 표기는 있으나, 전송자의 명칭과 연락처가 명확히 표시되지 않았고, 수신거부 방법이 명시되지 않아 표기법을 위반하였습니다.",1590,93,0.00795,0.001395,0.009345000000000001,38,2025-03-10 06:00:00,2025-03-06 12:30:00,MMS,대출,비스팸,,표기법준수,nbc@20250305-01,,스팸(표기법위반),알 수 없음,0.95
886,"MMS 스팸신고[Web발신]‘온라인 최저가 장보기’ 베타 테스터 모집안녕하세요, 1000만이 선택한 최저가 장보기앱 올웨이즈입니다.올웨이즈에서 앱 경험 개선을 앞두고, 그간 어디서도 경험해보지 못한 ‘온라인 최저가 장보기’를 누구보다 먼저 경험해보실 분들을 모집합니다! [베타 테스트 EVENT]- 참여 비용: 무료- 참여 대상: 장바구니 물가 걱정을 조금이라도 덜고 싶은 분이라면 누구나 - 참여 방법: 아래 링크 통해 응모 (1분 소요)- 링크: https://forms.gle/coT7wc1fuEX79Lcr5_x000D_
MMS/안녕하세요. 올웨이즈 고객센터입니다.","광고성 정보가 시작되는 부분에 (광고)를 표시하지 않았고, 수신거부 방법이 명시되지 않아 표기법을 위반한 온라인 서비스 관련 광고 스팸입니다.",1421,82,0.007105,0.00123,0.008335,724,2025-03-10 14:53:00,2025-03-07 20:45:00,MMS,구인광고,비스팸,,스미싱,nbc@20250305-01,,스팸,알 수 없음,0.9
1233,"MMS 스팸신고[Web발신][유해차단고객센터입니다]안녕하십니까.전화번호 남기셔서 연락드렸으나 부재중이셔서 문자드립니다. 통화가능하실때 전화주시기 바랍니다.감사합니다._x000D_
MMS/null","이 메시지는 수신자가 요청하지 않은 연락을 유도하는 것으로 보이며, 광고 표기법을 준수하지 않았습니다. 또한, 발신자 정보와 수신 거부 방법이 명시되어 있지 않아 스팸으로 분류됩니다.",1312,93,0.00656,0.001395,0.007955,377,2025-03-10 11:37:00,2025-03-10 11:16:00,MMS,대출,비스팸,,비스팸,nbc@20250305-01,,스팸,알 수 없음,0.9
270,"[Web발신](광고)최신상'셀루켓'액티브 50%사전예약 D-1lashevan.com무료수신거부0805301732_x000D_
SMS/-","광고 표기법을 준수하지 않았습니다. (광고) 표기 후 업체명이 명시되지 않았고, 수신거부 번호가 무료임을 명시하지 않았습니다.",1290,86,0.006449999999999999,0.0012900000000000001,0.0077399999999999995,1340,2025-03-10 19:49:00,2025-03-10 19:46:00,SMS,온라인 서비스 광고,비스팸,,표기법위반,nbc@20250305-01,,스팸(표기법위반),알 수 없음,0.95
1599,"(광고) 더후, 【 3월 혜택  종료 안내 】■ 구매 하면 할수록 더 커지는 혜택 □ 김지원이 사랑하는 에센스 1위 → 비첩 자생 에센스 50ml / 165,000원→ 1개 구매시 자생에센스 20ml + 천기단 화현 2종 키트 증정 (12만원 상당)→ 2개 구매시 자생에센스 20ml  2개 +천기단 화현 2종 키트 2개 +비첩 자윤크림 20ml 증정 + 추가 혜택♥TIP : 추가 혜택은 매장을 통해서 확인하세요.■ 더후 3월 혜택 구경하기 http://l-caremembers.com/mdm.jsp?seq=17467□ 기간 : 3월8일(토)~3월9일(일) □ 5만원 이상 구매시 플라워 캔버스백 증정□ 20/40/60/100만원 구매시 1/2/3/5만원  백화점 상품권 증정[문의] 롯데 전주점※ 기간 내 1인 1회 한정※ 기획세트, 대용량 제품 및 타 행사와 중복 증정 불가/ 조기 품절시 타 제품으로 대체 증정☎ 무료수신거부 0808635540_x000D__x000D_
MMS/(광고) 더후 3월 행사 이번주 종료","광고 시작 부분에 (광고) 표기는 있으나, 전송자의 명칭이 명확하지 않고, 수신자가 어디에서 온 광고인지를 인지할 수 있도록 전송자의 명칭과 연락처가 명시되지 않았습니다. 또한, 수신거부 번호가 무료임을 명시하지 않았습니다.",1579,116,0.007895000000000001,0.00174,0.009635000000000001,11,2025-03-10 00:49:00,2025-03-08 11:09:00,MMS,오프라인 광고,비스팸,,표기법준수,nbc@20250305-01,,스팸(표기법위반),알 수 없음,0.9
1513,"MMS 스팸신고[Web발신][선거운동정보]다함께~차차차! 강화군의원 후보 기호1번 차성훈 입니다!군민과 같이! 강화의 가치를 올리겠습니다!강화의 미래를 함께 고민하고해결하겠습니다.1. 천원으로 병원 앞까지 모셔다드리겠습니다!어르신 교통문제 해결하겠습니다!병원진료, 강화 곳곳을 다니시는데불편함이 없도록 하겠습니다.2. 강화 소상공인 신바람이 납니다!30여년 강화5일장을 다니며, 장사하신 부모님께 성실함을 배웠습니다.조선전집의 아들! 외포리젓갈시장 황제2호의 사위!미용실 차쌤! 다함께 차차차! 차성훈이 할 수 있습니다.3. 강화를 청년 창업 1번지 만들겠습니다.15년동안 미용업을 종사하고 있는 차성훈은 우리 강화가 청년들의보금자리가 되는데 앞장서겠습니다.우리 자식과 손주가 잘되어 강화 어르신과 부모님께 효도하고, 봉사하는 행복한 강화를 만들겠습니다.강화의 미래를 위해! 차성훈에게 힘을 실어주십시오!효도하는 강화를 위해! 차성훈의 손을 잡아주십시오!감사합니다.강화군의원 가선거구 (강화읍·교동면·송해면·하점면·양사면)민주당 기호1번 차성훈 올림* 주요경력 *- 합일초, 강화중, 덕신고 졸업- salon 차쌤 미용실 대표- 민주평화통일자문회의 자문위원(전)- 민주당 인천시당 중구강화군옹진군 청년위원장(현)- 민주당 인천시당 청년위원회 부위원장(현)- 민주당 인천시당 강화군소상공인살리기특별위원장(현)- 민주당 인천시당 강화군어업인살리기특별위원장(현)** 다함께 차차차, 차성훈 후보 후원회 안내 **- 국민 252101-04-178965(문의 : 010-3271-7240)불법수집정보 신고번호 118번수신거부 0808888489_x000D_
MMS/기호1번 차성훈! 다함께~차차차!","이 메시지는 선거운동 정보로, 광고성 정보가 아닌 공익적 정보 제공의 목적을 가지고 있습니다. 따라서 스팸으로 분류되지 않습니다.",1811,76,0.009054999999999999,0.00114,0.010195,97,2025-03-10 09:05:00,2025-03-08 14:39:00,MMS,선거 및 여론조사,비스팸,,비스팸,nbc@20250305-01,,비스팸,알 수 없음,0.9
937,"[Web발신][스마일페이] 결제가 완료되었습니다. 상세 내역은 스마일페이 웹/앱에서 확인해 주세요._x000D_
SMS/-","이 메시지는 결제 완료를 알리는 내용이지만, 수신자가 요청하지 않은 결제 정보일 가능성이 높고, 수신거부 방법이 명시되어 있지 않아 스팸으로 분류됩니다.",1283,88,0.0064150000000000006,0.00132,0.0077350000000000006,673,2025-03-10 14:35:00,2025-03-10 00:44:00,SMS,결제 및 인증 코드,비스팸,,비스팸,nbc@20250305-01,,스팸,알 수 없음,0.95
714,"[Web발신][에스씨케이]2025년 02월급여명세서 보기 :http://insapay.kr/ebrC_x000D_
SMS/-","메시지는 급여명세서 확인을 가장한 피싱 가능성이 있는 링크를 포함하고 있으며, 표기법을 준수하지 않았습니다. (광고) 표기가 없고, 수신거부 정보도 없습니다.",1281,87,0.006405,0.001305,0.00771,896,2025-03-10 16:16:00,2025-03-10 16:08:00,SMS,구인광고,비스팸,,비스팸,nbc@20250305-01,,스팸,알 수 없음,0.9
812,"[Web발신](광고) 스파크13~14~220~250모닝~300~330스타렉스12년~~700~포터~500~봉고1.2t~550~_x000D_
SMS/-","광고 표기법을 준수하지 않았으며, 전송자의 명칭과 연락처가 명시되어 있지 않음. 또한, 수신거부 방법이 명시되지 않았음.",1296,88,0.0064800000000000005,0.00132,0.0078000000000000005,798,2025-03-10 15:23:00,2025-03-10 15:10:00,SMS,불법 도박,비스팸,,표기법위반,nbc@20250305-01,,스팸(표기법위반),알 수 없음,0.95
552,"[Web발신]https://buly.kr/NjNTxf 민주수호의봄을 맞는 마음으로 인사드립니다 진보당이은영올림_x000D_
SMS/-","메시지에 (광고) 표기가 없고, 발신자 정보 및 수신거부 방법이 명시되어 있지 않아 표기법을 위반한 스팸 메시지로 분류됩니다.",1285,84,0.006424999999999999,0.0012599999999999998,0.007684999999999999,1058,2025-03-10 17:29:00,2025-03-10 17:25:00,SMS,선거 및 여론조사,스팸,,비스팸,nbc@20250305-01,,스팸,알 수 없음,0.95
845,"MMS 스팸신고[Web발신][Web발신] (광고)TM직영영업파트 김미영 입니다.   고객님^^ ★연락드린곳은 메리츠화재    다이렉트상담사 김미영이예요   고가의 암치료비!!!   안내차 연락드려요▶고가의 암치료비    표적치료/ 면역치료/   양성자 방사선   >>>1억5천 !!! ▶ 로봇암수술시  1천만원 !!!▶항암방사선치료시 1천만원  >>>  보험료 2만원대▶남성암1위 폐암,간암,위암시     가장 선호하는 치료법!!!   (표적 ,면역,양성자,세기조절    로봇수술)     ▶완치율 높고 부작용적음    재발,전이도 적음  ▶통원치료>>주사한방에    평균 5백~많게는 1천만원!!!▶ 표적,면역,양성자   같은 완치율높은 고가암치료      실비보장 NO !!!   건겅보험적용 NO !!!   >>>암치료비용 이젠 필수!!!건강검진 가기전에 안전벨트처럼 미리미리 준비하세요^^오늘도 행복하시고건강 하세요~~♣☎법인업무폰 010-2001-2853   담당자 김미영무료수신거부 : 080-808-8810_x000D_
MMS/(광고)메리츠화재","메시지는 광고성 정보로 시작 부분에 (광고)를 표시하고 있지만, 전송자의 명칭과 연락처가 명확히 표시되지 않았으며, 수신거부 번호가 무료임을 명시하지 않았습니다. 따라서 표기법 위반으로 스팸으로 분류됩니다.",1610,109,0.00805,0.0016350000000000002,0.009685,765,2025-03-10 15:09:00,2025-03-10 10:23:00,MMS,금융 상품,비스팸,,표기법준수,nbc@20250305-01,,스팸(표기법위반),알 수 없음,0.95
